0.915816326531,,
000007.png,2
000010.png,5
000019.png,4
000024.png,5
000036.png,2
000040.png,1
000049.png,4
000052.png,3
000054.png,1
000056.png,4
000068.png,4
000069.png,1
000073.png,4
000087.png,1
000088.png,4
000091.png,4
000096.png,1
000106.png,1
000108.png,5
000116.png,3
000130.png,4
000140.png,4
000156.png,1
000159.png,1
000161.png,3
000164.png,4
000177.png,1
000180.png,5
000183.png,1
000196.png,1
000197.png,4
000205.png,1
000225.png,1
000238.png,3
000239.png,4
000247.png,1
000263.png,1
000265.png,3
000273.png,1
000274.png,1
000279.png,1
000280.png,5
000284.png,4
000290.png,2
000306.png,4
000320.png,2
000323.png,4
000331.png,4
000336.png,3
000339.png,3
000340.png,2
000344.png,1
000349.png,5
000353.png,3
000356.png,1
000363.png,3
000378.png,3
000389.png,4
000391.png,2
000395.png,5
000402.png,3
000404.png,4
000409.png,3
000417.png,3
000422.png,3
000425.png,3
000428.png,3
000437.png,3
000438.png,2
000439.png,1
000446.png,2
000447.png,3
000455.png,3
000468.png,4
000469.png,4
000470.png,5
000478.png,3
000479.png,3
000482.png,2
000483.png,2
000491.png,3
000502.png,3
000506.png,2
000518.png,3
000522.png,1
000528.png,5
000543.png,3
000544.png,4
000564.png,4
000571.png,5
000585.png,5
000588.png,3
000591.png,1
000593.png,1
000609.png,2
000612.png,1
000613.png,3
000620.png,1
000621.png,3
000626.png,3
000633.png,2
000644.png,4
000649.png,4
000651.png,3
000652.png,3
000654.png,3
000660.png,4
000671.png,5
000679.png,4
000690.png,4
000691.png,3
000697.png,2
000702.png,1
000703.png,2
000719.png,3
000724.png,4
000739.png,3
000744.png,3
000751.png,3
000756.png,4
000764.png,2
000774.png,5
000790.png,4
000794.png,1
000801.png,4
000818.png,5
000819.png,1
000830.png,1
000834.png,1
000838.png,1
000844.png,1
000863.png,5
000869.png,4
000880.png,4
000895.png,5
000896.png,1
000904.png,1
000909.png,1
000921.png,2
000933.png,5
000941.png,2
000943.png,5
000944.png,5
000945.png,4
000946.png,4
000947.png,5
000953.png,3
000958.png,3
000962.png,3
000967.png,1
000980.png,4
000981.png,2
000988.png,5
000994.png,4
000997.png,3
001002.png,5
001004.png,1
001005.png,1
001006.png,3
001016.png,2
001023.png,2
001027.png,2
001028.png,2
001048.png,3
001051.png,5
001054.png,1
001057.png,2
001060.png,4
001072.png,1
001077.png,5
001079.png,4
001082.png,2
001089.png,1
001095.png,2
001097.png,1
001099.png,4
001109.png,3
001119.png,4
001121.png,5
001122.png,3
001123.png,5
001141.png,3
001142.png,4
001151.png,1
001153.png,1
001155.png,1
001169.png,3
001173.png,4
001176.png,3
001197.png,1
001199.png,4
001212.png,1
001213.png,5
001234.png,2
001243.png,4
001244.png,3
001245.png,4
001249.png,3
001264.png,5
001265.png,3
001269.png,3
001284.png,5
001293.png,3
001305.png,1
001308.png,3
001330.png,0
001331.png,1
001349.png,1
001352.png,2
001355.png,3
001359.png,4
001362.png,4
001365.png,1
001377.png,2
001378.png,2
001382.png,1
001384.png,3
001389.png,5
001390.png,4
001404.png,5
001419.png,5
001423.png,1
001439.png,1
001441.png,1
001445.png,4
001449.png,3
001455.png,2
001456.png,4
001469.png,1
001471.png,1
001473.png,1
001475.png,1
001476.png,4
001486.png,1
001496.png,4
001499.png,1
001501.png,3
001503.png,5
001504.png,3
001507.png,3
001509.png,1
001513.png,1
001515.png,5
001517.png,4
001527.png,3
001536.png,4
001543.png,2
001589.png,1
001605.png,5
001611.png,3
001616.png,5
001622.png,3
001624.png,3
001634.png,3
001636.png,1
001637.png,1
001646.png,5
001653.png,5
001654.png,1
001664.png,5
001674.png,5
001678.png,1
001680.png,4
001681.png,1
001686.png,4
001687.png,0
001691.png,3
001692.png,5
001697.png,3
001711.png,5
001713.png,2
001715.png,1
001717.png,4
001734.png,1
001745.png,4
001757.png,1
001761.png,1
001776.png,3
001779.png,2
001787.png,4
001789.png,1
001806.png,5
001809.png,5
001820.png,3
001846.png,5
001847.png,2
001858.png,3
001862.png,3
001877.png,1
001878.png,4
001885.png,4
001896.png,1
001899.png,1
001902.png,3
001907.png,5
001916.png,1
001920.png,2
001938.png,2
001940.png,5
001944.png,1
001948.png,2
001958.png,1
001962.png,5
001968.png,2
001975.png,3
001980.png,1
001983.png,2
001984.png,5
001987.png,4
001991.png,3
001998.png,3
002001.png,1
002010.png,2
002012.png,4
002018.png,1
002019.png,4
002020.png,3
002022.png,4
002035.png,1
002038.png,5
002039.png,3
002042.png,2
002057.png,2
002066.png,3
002075.png,1
002079.png,1
002087.png,5
002098.png,1
002100.png,3
002109.png,2
002114.png,3
002121.png,4
002122.png,4
002124.png,1
002142.png,3
002146.png,1
002153.png,2
002155.png,3
002167.png,3
002171.png,2
002175.png,4
002183.png,3
002188.png,1
002191.png,5
002200.png,4
002201.png,1
002206.png,3
002213.png,2
002218.png,3
002227.png,3
002231.png,3
002234.png,5
002241.png,3
002242.png,1
002248.png,2
002259.png,2
002260.png,0
002277.png,1
002280.png,3
002285.png,1
002294.png,5
002306.png,4
002308.png,4
002321.png,5
002323.png,3
002334.png,4
002335.png,3
002336.png,4
002354.png,5
002358.png,5
002363.png,4
002367.png,1
002372.png,5
002373.png,1
002393.png,3
002397.png,1
002411.png,4
002416.png,4
002418.png,1
002419.png,4
002420.png,0
002426.png,1
002437.png,5
002438.png,2
002441.png,1
002442.png,3
002445.png,3
002448.png,1
002468.png,3
002470.png,2
002474.png,1
002480.png,1
002503.png,1
002504.png,2
002510.png,4
002515.png,0
002517.png,1
002518.png,3
002524.png,1
002534.png,1
002542.png,3
002544.png,1
002548.png,5
002549.png,3
002551.png,1
002552.png,3
002560.png,1
002562.png,3
002580.png,4
002581.png,5
002584.png,3
002595.png,3
002629.png,1
002640.png,1
002645.png,2
002654.png,2
002657.png,3
002664.png,4
002665.png,3
002675.png,4
002687.png,3
002724.png,0
002727.png,4
002729.png,4
002731.png,1
002735.png,2
002744.png,2
002749.png,2
002751.png,3
002756.png,3
002757.png,5
002760.png,5
002762.png,1
002769.png,4
002771.png,4
002775.png,5
002784.png,1
002806.png,2
002830.png,5
002836.png,2
002839.png,4
002842.png,1
002844.png,5
002853.png,1
002858.png,1
002862.png,4
002865.png,2
002868.png,3
002884.png,1
002892.png,2
002899.png,5
002905.png,5
002906.png,3
002907.png,2
002917.png,3
002924.png,3
002927.png,4
002945.png,1
002952.png,4
002956.png,3
002958.png,1
002960.png,4
002962.png,1
002975.png,3
002976.png,5
002986.png,1
002999.png,1
003038.png,4
003039.png,1
003040.png,5
003045.png,1
003055.png,2
003058.png,1
003060.png,4
003071.png,1
003073.png,1
003079.png,4
003085.png,5
003089.png,3
003093.png,5
003094.png,1
003095.png,3
003103.png,4
003107.png,1
003108.png,3
003110.png,1
003114.png,5
003120.png,3
003122.png,1
003123.png,5
003127.png,5
003142.png,3
003143.png,3
003146.png,5
003150.png,2
003154.png,3
003155.png,1
003159.png,4
003167.png,2
003181.png,0
003188.png,3
003190.png,5
003194.png,3
003196.png,3
003201.png,1
003205.png,5
003210.png,3
003212.png,4
003216.png,3
003219.png,4
003223.png,5
003224.png,2
003226.png,3
003231.png,5
003233.png,5
003236.png,4
003244.png,2
003245.png,5
003254.png,1
003293.png,5
003306.png,4
003309.png,3
003312.png,4
003313.png,1
003321.png,2
003327.png,5
003332.png,2
003340.png,1
003342.png,5
003351.png,3
003353.png,2
003355.png,4
003362.png,5
003366.png,2
003378.png,1
003380.png,4
003385.png,5
003388.png,1
003390.png,1
003394.png,5
003396.png,2
003407.png,4
003408.png,1
003413.png,1
003415.png,5
003422.png,4
003442.png,5
003444.png,3
003446.png,4
003453.png,3
003455.png,1
003457.png,2
003473.png,3
003477.png,3
003482.png,4
003500.png,2
003507.png,5
003508.png,1
003510.png,3
003511.png,3
003513.png,4
003521.png,5
003522.png,0
003523.png,5
003528.png,1
003538.png,2
003541.png,5
003547.png,1
003561.png,2
003567.png,5
003570.png,3
003594.png,3
003599.png,1
003600.png,5
003607.png,3
003608.png,5
003610.png,3
003618.png,4
003631.png,1
003640.png,2
003648.png,2
003656.png,4
003657.png,5
003672.png,3
003689.png,5
003699.png,2
003702.png,4
003721.png,4
003724.png,1
003725.png,5
003726.png,2
003727.png,1
003751.png,3
003757.png,4
003770.png,2
003785.png,3
003794.png,5
003796.png,3
003815.png,5
003816.png,1
003817.png,3
003828.png,3
003834.png,4
003837.png,4
003841.png,1
003864.png,1
003874.png,1
003901.png,1
003903.png,4
003912.png,1
003913.png,4
003914.png,1
003916.png,4
003920.png,3
003930.png,2
003934.png,1
003937.png,4
003938.png,3
003941.png,3
003947.png,3
003953.png,3
003959.png,1
003963.png,1
003965.png,4
003968.png,1
003983.png,2
004006.png,1
004010.png,4
004013.png,1
004035.png,5
004047.png,4
004052.png,3
004055.png,1
004056.png,4
004059.png,3
004061.png,5
004073.png,1
004084.png,2
004090.png,2
004091.png,3
004100.png,1
004104.png,2
004109.png,3
004129.png,1
004131.png,3
004133.png,1
004134.png,1
004138.png,3
004164.png,3
004166.png,1
004170.png,1
004175.png,5
004180.png,2
004189.png,5
004191.png,2
004206.png,3
004207.png,3
004212.png,3
004213.png,5
004214.png,3
004220.png,3
004222.png,2
004226.png,3
004228.png,2
004239.png,2
004244.png,4
004248.png,2
004249.png,3
004250.png,1
004255.png,1
004260.png,1
004270.png,2
004273.png,3
004279.png,3
004281.png,5
004284.png,3
004307.png,1
004314.png,1
004326.png,2
004327.png,1
004338.png,3
004341.png,1
004348.png,1
004351.png,2
004371.png,1
004379.png,1
004384.png,5
004386.png,1
004388.png,3
004390.png,1
004402.png,4
004417.png,3
004432.png,3
004436.png,3
004440.png,5
004452.png,3
004464.png,5
004479.png,3
004488.png,5
004490.png,2
004491.png,1
004492.png,4
004501.png,4
004504.png,2
004515.png,3
004521.png,2
004523.png,3
004540.png,2
004556.png,2
004573.png,3
004574.png,3
004578.png,4
004592.png,3
004599.png,4
004602.png,5
004605.png,3
004607.png,1
004609.png,1
004614.png,4
004618.png,1
004621.png,1
004634.png,4
004640.png,4
004641.png,3
004653.png,1
004658.png,2
004664.png,5
004668.png,1
004694.png,2
004695.png,4
004698.png,5
004709.png,5
004711.png,3
004717.png,4
004725.png,2
004727.png,3
004728.png,1
004731.png,2
004741.png,4
004752.png,4
004756.png,3
004762.png,3
004763.png,5
004766.png,1
004776.png,4
004782.png,5
004787.png,1
004788.png,0
