0.991237677985,,
000010.png,0
000032.png,1
000037.png,0
000053.png,0
000055.png,1
000062.png,0
000063.png,0
000064.png,1
000072.png,0
000078.png,0
000079.png,0
000082.png,0
000086.png,0
000088.png,0
000098.png,0
000099.png,0
000102.png,0
000109.png,0
000127.png,1
000131.png,0
000135.png,1
000137.png,0
000142.png,1
000149.png,0
000156.png,0
000158.png,1
000159.png,0
000169.png,0
000192.png,0
000194.png,0
000195.png,1
000197.png,0
000200.png,0
000212.png,0
000223.png,0
000228.png,0
000237.png,1
000245.png,0
000265.png,0
000267.png,0
000269.png,0
000274.png,0
000282.png,0
000285.png,0
000290.png,0
000291.png,0
000294.png,0
000295.png,0
000302.png,1
000313.png,0
000317.png,0
000320.png,0
000322.png,0
000323.png,0
000325.png,0
000328.png,0
000330.png,0
000353.png,0
000355.png,0
000365.png,0
000366.png,0
000370.png,0
000374.png,1
000376.png,0
000381.png,0
000382.png,0
000384.png,0
000385.png,1
000390.png,0
000392.png,0
000395.png,1
000402.png,1
000406.png,0
000407.png,0
000410.png,0
000411.png,0
000416.png,1
000418.png,1
000424.png,0
000425.png,1
000430.png,0
000435.png,1
000437.png,0
000441.png,0
000453.png,0
000454.png,1
000456.png,1
000462.png,1
000464.png,0
000480.png,0
000487.png,1
000497.png,0
000500.png,0
000520.png,1
000530.png,0
000533.png,0
000536.png,1
000545.png,1
000552.png,0
000553.png,1
000558.png,0
000559.png,0
000564.png,0
000568.png,0
000571.png,0
000572.png,1
000576.png,1
000580.png,0
000590.png,0
000599.png,0
000602.png,1
000605.png,0
000611.png,0
000612.png,0
000617.png,1
000619.png,1
000626.png,1
000627.png,0
000630.png,0
000631.png,0
000632.png,0
000636.png,0
000640.png,0
000648.png,1
000655.png,0
000659.png,0
000660.png,0
000666.png,0
000672.png,0
000677.png,1
000681.png,1
000683.png,0
000685.png,0
000705.png,0
000706.png,0
000708.png,0
000710.png,0
000712.png,1
000722.png,1
000723.png,1
000730.png,1
000746.png,1
000749.png,0
000750.png,0
000751.png,0
000752.png,1
000756.png,0
000757.png,0
000764.png,1
000771.png,1
000776.png,0
000780.png,0
000785.png,0
000795.png,0
000808.png,0
000816.png,0
000825.png,0
000831.png,0
000837.png,0
000854.png,1
000860.png,1
000874.png,0
000884.png,1
000889.png,0
000899.png,1
000906.png,0
000907.png,0
000910.png,1
000913.png,1
000919.png,0
000932.png,0
000951.png,0
000954.png,0
000957.png,0
000975.png,1
000980.png,0
000981.png,0
000994.png,0
001005.png,0
001007.png,0
001009.png,1
001022.png,0
001023.png,1
001024.png,0
001025.png,0
001027.png,0
001038.png,0
001042.png,0
001049.png,1
001050.png,0
001060.png,1
001061.png,1
001071.png,0
001077.png,1
001086.png,0
001092.png,1
001093.png,1
001101.png,0
001102.png,1
001103.png,0
001107.png,1
001109.png,0
001112.png,1
001116.png,0
001123.png,0
001127.png,0
001129.png,1
001132.png,0
001134.png,0
001136.png,1
001139.png,1
001150.png,1
001155.png,0
001157.png,0
001161.png,0
001162.png,0
001163.png,0
001170.png,0
001181.png,1
001190.png,0
001191.png,0
001192.png,1
001193.png,1
001198.png,0
001209.png,0
001213.png,0
001219.png,1
001226.png,0
001241.png,1
001243.png,0
001244.png,0
001246.png,0
001251.png,0
001257.png,0
001260.png,1
001264.png,0
001270.png,0
001279.png,0
001281.png,0
001305.png,0
001306.png,0
001308.png,1
001310.png,1
001311.png,0
001328.png,0
001330.png,0
001340.png,0
001346.png,0
001354.png,0
001358.png,1
001360.png,0
001362.png,1
001367.png,0
001371.png,0
001377.png,1
001378.png,1
001382.png,0
001394.png,1
001402.png,1
001404.png,1
001405.png,1
001406.png,1
001408.png,0
001417.png,0
001419.png,0
001420.png,0
001429.png,1
001432.png,1
001434.png,0
001441.png,1
001445.png,0
001452.png,0
001464.png,1
001466.png,1
