0.960569550931,,
7,-1
12,-1
14,-1
19,-1
22,-1
23,-1
32,1
39,-1
42,-1
45,-1
48,-1
57,-1
62,-1
64,1
65,-1
68,1
77,-1
79,-1
81,-1
82,-1
89,-1
92,1
95,-1
101,-1
105,1
106,-1
110,-1
118,1
126,1
130,-1
131,-1
138,-1
139,1
140,-1
143,-1
144,-1
152,1
153,-1
158,1
163,-1
164,1
168,-1
169,-1
171,-1
172,-1
177,-1
178,-1
180,1
182,-1
191,-1
194,-1
199,-1
215,1
221,1
230,-1
234,1
258,-1
267,-1
268,1
270,-1
275,-1
278,-1
290,-1
292,-1
297,-1
310,-1
314,-1
325,-1
332,-1
334,-1
340,1
350,1
360,-1
375,-1
381,-1
383,-1
385,1
392,1
398,1
401,-1
409,-1
413,-1
414,-1
424,1
437,-1
438,1
447,-1
448,1
450,-1
461,-1
484,-1
489,1
506,-1
510,-1
513,1
514,1
519,-1
521,-1
522,-1
523,-1
532,-1
533,-1
537,-1
540,1
544,-1
546,-1
547,-1
551,1
552,-1
555,-1
571,-1
576,1
583,-1
584,-1
588,-1
592,-1
595,1
603,-1
604,-1
607,1
608,-1
615,-1
619,1
622,-1
642,-1
647,-1
649,1
652,-1
656,-1
661,1
665,-1
673,-1
675,-1
693,-1
697,1
702,1
706,-1
717,-1
719,1
720,-1
722,1
742,1
753,-1
758,1
759,-1
791,-1
793,1
797,-1
802,1
804,-1
809,1
811,-1
826,-1
827,-1
831,-1
835,-1
844,-1
849,1
851,-1
852,-1
853,-1
855,-1
869,-1
872,1
880,1
882,-1
885,-1
890,1
891,-1
899,1
903,-1
905,-1
907,1
908,-1
914,-1
916,-1
928,-1
944,1
954,-1
956,1
959,-1
960,-1
961,1
965,1
969,-1
974,-1
977,-1
980,-1
986,-1
991,-1
993,-1
995,-1
1002,1
1004,1
1009,1
1011,-1
1013,1
1014,1
1023,1
1026,-1
1030,-1
1039,1
1044,-1
1046,-1
1047,1
1057,-1
1059,-1
1060,1
1063,-1
1070,1
1075,-1
1077,1
1081,1
1082,-1
1093,1
1095,1
1112,1
1116,-1
1125,-1
1130,1
1131,-1
1134,-1
1138,1
1146,-1
1170,-1
1173,1
1187,1
1191,-1
1193,1
1198,-1
1201,-1
1203,1
1206,-1
1209,-1
1211,1
1212,-1
1216,-1
1230,-1
1231,1
1240,1
1250,-1
1257,-1
1263,-1
1276,1
1280,-1
1283,1
1299,1
1302,1
1321,1
1325,-1
1331,1
1339,-1
1343,-1
1352,-1
1355,-1
1356,-1
1357,1
1359,-1
1367,-1
1369,-1
1380,1
1383,1
1388,-1
1390,-1
1391,1
1392,-1
1394,1
1413,-1
1414,-1
1417,-1
1426,1
1435,1
1436,-1
1438,-1
1443,-1
1446,-1
1447,1
1452,-1
1455,-1
1457,1
1458,-1
1460,1
1466,1
1468,-1
1470,1
1480,1
1485,-1
1488,-1
1495,-1
1497,-1
1500,-1
1505,-1
1510,-1
1516,1
1521,-1
1522,1
1526,-1
1534,-1
1541,-1
1549,-1
1552,1
1555,-1
1557,-1
1563,-1
1573,1
1578,-1
1579,1
1581,-1
1585,-1
1595,-1
1597,-1
1598,1
1599,1
1605,-1
1617,1
1619,1
1621,1
1630,-1
1632,-1
1636,-1
1642,1
1643,-1
1663,-1
1675,-1
1678,-1
1689,1
1691,-1
1694,-1
1695,1
1700,1
1703,-1
1709,1
1710,1
1717,-1
1731,-1
1732,-1
1741,-1
1744,-1
1745,-1
1749,-1
1750,-1
1752,1
1761,1
1762,-1
1763,-1
1767,-1
1773,1
1780,-1
1781,-1
1788,1
1795,-1
1800,-1
1806,-1
1807,-1
1822,-1
1827,-1
1831,-1
1833,1
1840,-1
1843,1
1844,1
1849,-1
1850,1
1860,1
1879,1
1883,1
1886,-1
1892,-1
1900,1
1902,-1
1904,-1
1905,-1
1919,-1
1922,1
1924,-1
1929,-1
1942,-1
1950,-1
1957,-1
1960,-1
1967,-1
1970,1
1971,1
1974,-1
1977,1
1984,1
1987,-1
1988,1
1991,-1
1995,-1
1996,1
2001,1
2002,-1
2007,1
2008,-1
2009,-1
2017,1
2019,1
2028,-1
2029,-1
2030,1
2034,-1
2036,1
2042,1
2043,-1
2047,-1
2060,1
2061,-1
2067,-1
2078,-1
2081,1
2108,-1
2125,-1
2140,1
2144,-1
2157,-1
2158,-1
2163,-1
2170,-1
2178,-1
2181,-1
2182,-1
2186,1
2191,1
2192,1
2194,-1
2198,1
2210,-1
2216,1
2246,-1
2247,1
2249,-1
2254,-1
2267,-1
2269,-1
2275,1
2293,-1
2294,-1
2297,-1
2300,-1
2301,1
2303,1
2308,-1
2318,1
2319,-1
2328,-1
2339,1
2345,-1
2349,-1
2351,-1
2352,-1
2355,-1
2356,-1
2366,-1
2383,-1
2385,-1
2389,-1
2396,-1
2400,1
2402,-1
2408,1
2420,-1
2424,1
2425,-1
2429,-1
2432,1
2435,-1
2437,-1
2451,-1
2458,1
2468,1
2478,1
2480,-1
2492,-1
2497,-1
2499,1
2500,1
2502,1
2516,-1
2517,-1
2529,-1
2534,-1
2535,1
2544,-1
2546,-1
2550,1
2560,1
2571,1
2577,1
2578,-1
2588,1
2599,-1
2610,1
2614,-1
2628,-1
2633,-1
2638,-1
2654,1
2673,1
2681,1
2682,-1
2689,-1
2693,-1
2699,-1
2712,-1
2714,-1
2719,1
2722,-1
2726,-1
2728,-1
2733,1
2740,-1
2741,-1
2751,-1
2762,-1
2766,-1
2768,1
2769,-1
2777,-1
2779,1
2784,-1
2791,-1
2801,-1
2805,1
2821,-1
2823,-1
2846,-1
2847,1
2855,1
2856,-1
2863,-1
2876,-1
2877,-1
2878,-1
2883,-1
2884,-1
2885,1
2893,-1
2894,1
2897,-1
2899,-1
2924,-1
2929,1
2945,1
2947,-1
2949,-1
2959,-1
2962,-1
2965,1
2969,1
2972,1
2980,-1
2985,-1
2997,1
3000,-1
3003,-1
3006,-1
3010,-1
3011,-1
3012,-1
3017,-1
3018,-1
3029,-1
3038,-1
3040,-1
3043,-1
3050,-1
3058,-1
3061,-1
3063,1
3068,-1
3071,1
3077,-1
3082,1
3083,-1
3084,-1
3087,1
3089,1
3090,-1
3094,-1
3100,-1
3101,-1
3119,1
3123,1
3128,-1
3129,-1
3140,-1
3144,-1
3150,1
3154,-1
3161,-1
3162,-1
3166,-1
3174,-1
3180,-1
3185,-1
3186,-1
3200,-1
3207,1
3213,1
3217,1
3226,-1
3227,1
3229,1
3235,1
3236,-1
3246,-1
3257,1
3267,1
3270,-1
3272,-1
3273,-1
3274,-1
3275,1
3276,1
3278,1
3279,-1
3280,-1
3289,1
3292,-1
3294,-1
3310,-1
3313,1
3354,-1
3359,-1
3368,-1
3380,-1
3387,-1
3394,-1
3396,-1
3408,-1
3419,-1
3422,-1
3428,1
3435,-1
3436,-1
3437,-1
3445,-1
3448,1
3455,1
3460,-1
3466,-1
3468,1
3476,-1
3481,-1
3492,-1
3498,-1
3517,-1
3518,1
3524,-1
3530,-1
3531,-1
3533,1
3534,-1
3536,-1
3538,-1
3559,1
3571,-1
3572,-1
3578,1
3581,-1
3582,1
3584,-1
3585,-1
3588,-1
3589,-1
3590,1
3591,-1
3593,-1
3594,1
3597,-1
3600,1
3601,1
3602,1
3616,1
3626,-1
3634,-1
3635,-1
3638,-1
3639,-1
3642,-1
3645,1
3647,-1
3656,-1
3670,-1
3673,1
3677,1
3683,-1
3685,-1
3687,-1
3692,-1
3693,-1
3695,1
3700,1
3703,-1
3704,1
3711,-1
3713,1
3743,-1
3748,-1
3763,1
3775,-1
3778,-1
3779,1
3789,-1
3793,-1
3800,1
3817,1
3840,-1
3841,-1
3842,-1
3862,1
3866,-1
3873,-1
3876,-1
3894,-1
3897,1
3904,-1
3921,-1
3938,-1
3941,-1
3942,-1
3953,-1
3958,1
3963,-1
3967,1
3971,-1
3982,1
3987,-1
3988,-1
3997,1
4018,-1
4021,-1
4025,-1
4026,-1
4029,-1
4030,1
4037,-1
4051,-1
4065,-1
4066,-1
4067,1
4068,-1
4070,-1
4076,-1
4077,1
4078,1
4079,-1
4086,-1
4088,1
4093,-1
4100,-1
4102,1
4107,-1
4114,-1
4124,1
4125,-1
4127,1
4130,-1
4143,-1
4144,-1
4147,-1
4150,-1
4163,-1
4164,-1
4168,-1
4174,-1
4175,1
4180,1
4198,-1
4201,1
4218,-1
4219,-1
4221,1
4223,1
4230,1
4232,1
4242,-1
4247,-1
4253,1
4266,-1
4268,-1
4269,-1
4275,-1
4285,1
4291,-1
4295,1
4298,-1
4300,-1
4301,-1
4305,-1
4306,1
4310,-1
4315,1
4316,-1
4318,1
4321,-1
4322,-1
4323,-1
4330,-1
4341,-1
4345,-1
4364,1
4374,1
4379,-1
4382,-1
4385,-1
4388,-1
4396,-1
4417,-1
4420,-1
4421,-1
4423,-1
4432,-1
4444,-1
4446,-1
4447,1
4456,-1
4458,-1
4459,1
4460,-1
4467,-1
4470,-1
4480,-1
4484,-1
4491,-1
4494,1
4496,-1
4498,1
4500,1
4518,1
4525,1
4532,-1
4534,-1
4546,-1
4551,-1
4553,-1
4556,1
4560,1
4578,-1
4580,-1
4589,-1
4592,1
4593,1
4601,1
4602,-1
4603,-1
4605,1
4606,-1
4610,-1
4629,-1
4635,-1
4640,-1
4649,1
4656,-1
4661,1
4663,-1
4675,-1
4683,-1
4686,1
4691,-1
4692,1
4694,-1
4696,1
4698,-1
4705,-1
4706,-1
4725,-1
4728,-1
4732,-1
4734,-1
4737,-1
4739,-1
4743,-1
4753,-1
4755,-1
4756,1
4758,1
4762,-1
4766,-1
4773,-1
4777,1
4789,-1
4791,1
4792,-1
4796,-1
4806,-1
4810,1
4816,-1
4827,-1
4831,-1
4838,1
4840,1
4853,-1
4878,-1
4880,-1
4889,-1
4900,1
4901,-1
4902,-1
4904,1
4917,-1
4918,-1
4921,1
4926,-1
4930,-1
4935,-1
4959,-1
4966,-1
4979,-1
4989,1
4991,-1
4995,1
