1.0,,
8,-1
16,-1
39,1
40,-1
41,1
44,-1
47,1
49,1
50,1
51,1
59,-1
60,1
63,1
66,-1
86,1
93,1
100,1
101,1
106,1
111,-1
114,-1
116,1
137,-1
141,-1
148,-1
150,-1
155,-1
157,1
165,-1
172,-1
173,1
174,1
180,-1
181,1
183,-1
197,1
200,-1
209,1
210,1
212,-1
221,-1
224,1
231,-1
236,1
243,1
257,-1
262,1
274,1
284,1
285,1
286,-1
299,-1
300,-1
303,-1
306,-1
308,1
323,1
329,-1
331,1
335,-1
337,-1
338,1
342,1
343,-1
349,-1
350,1
360,1
362,-1
367,1
370,1
371,-1
376,1
379,-1
388,-1
397,1
404,1
406,-1
409,-1
411,1
421,-1
422,-1
430,1
442,1
443,-1
445,1
450,1
451,-1
457,1
459,-1
480,1
486,1
488,-1
501,1
509,-1
514,-1
521,1
523,1
533,1
538,1
541,-1
547,-1
550,-1
554,-1
557,-1
561,-1
568,-1
582,1
584,1
585,-1
587,1
606,-1
608,1
611,1
612,1
614,1
615,1
618,-1
621,1
622,1
627,1
631,1
633,-1
636,1
637,1
642,1
643,1
645,1
646,-1
649,1
664,-1
666,-1
668,1
674,-1
678,-1
680,1
681,-1
682,-1
697,-1
709,1
710,1
713,-1
719,1
722,-1
725,-1
730,-1
756,1
757,-1
758,1
768,-1
801,1
803,1
809,-1
810,-1
817,1
832,-1
835,1
836,1
842,1
853,-1
857,1
867,1
869,1
871,-1
873,-1
882,-1
883,-1
891,-1
913,-1
916,-1
926,1
927,1
935,-1
940,-1
941,-1
947,-1
951,1
953,-1
955,-1
957,-1
964,1
969,-1
970,1
971,-1
972,1
978,1
980,-1
986,-1
987,1
998,-1
1003,-1
1028,-1
1030,-1
1043,-1
1047,-1
1051,-1
1053,-1
1054,-1
1057,-1
1058,1
1068,1
1069,1
1075,-1
1077,1
1084,1
1089,1
1101,1
1104,-1
1109,1
1113,-1
1119,-1
1120,-1
1127,1
1129,-1
1141,1
1146,1
1153,-1
1165,-1
1166,-1
1173,1
1176,-1
1181,-1
1196,1
1197,-1
1198,1
1199,1
1200,1
1209,-1
1221,-1
1225,1
1233,-1
1244,1
1247,1
1251,-1
1257,-1
1269,1
1271,-1
1273,-1
1277,1
1279,1
1283,-1
1291,-1
1298,-1
1305,-1
1306,1
1311,1
1317,-1
1328,-1
1339,1
1362,-1
1366,-1
1372,1
1376,-1
1380,-1
1386,-1
1387,-1
1390,-1
1392,1
1402,-1
1411,-1
1414,1
1429,-1
1431,1
1446,-1
1454,-1
1463,-1
1465,-1
1476,-1
1484,-1
1520,-1
1523,-1
1525,1
1528,-1
1540,1
1544,1
1549,1
1555,1
1557,1
1559,1
1576,-1
1584,-1
1586,1
1591,1
1598,-1
1612,1
1616,-1
1617,-1
1618,-1
1628,1
1650,-1
1655,1
1669,-1
1670,-1
1676,-1
1678,-1
1690,1
1698,1
1714,1
1720,1
1722,1
1725,1
1726,-1
1730,-1
1733,-1
1734,-1
1736,1
1748,-1
1749,-1
1757,1
1758,1
1759,-1
1762,-1
1766,-1
1767,1
1772,-1
1774,1
1776,-1
1777,-1
1785,1
1806,-1
1807,1
1809,1
1812,1
1816,-1
1817,1
1818,1
1827,-1
1840,1
1849,-1
1855,1
1856,1
1862,-1
1870,1
1871,-1
1877,1
1883,-1
1894,1
1897,-1
1901,1
1910,1
1915,1
1924,1
1926,-1
1960,-1
1964,-1
1968,-1
1975,-1
1976,1
1982,-1
1986,1
1990,-1
1996,-1
2000,1
2009,-1
2010,-1
2019,-1
2020,-1
2021,-1
2029,-1
2032,-1
2035,1
2049,1
2052,1
2055,1
2067,1
2068,-1
2070,-1
2086,1
2093,1
2098,1
2111,1
2113,-1
2116,1
2122,-1
2123,-1
2127,-1
2134,-1
2135,1
2137,-1
2145,-1
2146,-1
2151,1
2154,-1
2155,1
2162,-1
2168,-1
2172,-1
2190,-1
2191,-1
2198,-1
2199,1
2201,-1
2208,-1
2210,-1
2213,-1
2219,1
2222,1
2226,-1
2236,1
2247,-1
2248,-1
2267,-1
2311,1
2313,1
2314,-1
2316,1
2317,-1
2338,-1
2345,-1
2352,1
2362,-1
2366,-1
2369,1
2371,-1
2377,1
2379,1
2383,1
2385,1
2392,-1
2404,-1
2412,-1
2415,1
2422,-1
2426,1
2430,-1
2433,1
2441,1
2446,-1
2448,1
2449,-1
2450,1
2454,1
2455,1
2459,1
2464,-1
2466,-1
2468,-1
2471,-1
2472,1
2481,1
2489,-1
2494,-1
2498,1
2500,1
2513,-1
2514,-1
2515,-1
2518,1
2522,-1
2526,-1
2532,-1
2538,1
2541,1
2542,-1
2543,-1
2545,1
2560,-1
2570,1
2571,-1
2574,1
2580,1
2583,1
2584,1
2588,1
2591,1
2593,1
2595,-1
2602,1
2606,-1
2610,1
2623,-1
2627,-1
2632,1
2633,1
2650,-1
2654,-1
2665,-1
2666,-1
2671,1
2672,1
2675,1
2679,-1
2682,-1
2689,-1
2698,1
2702,1
2706,1
2715,1
2720,-1
2737,-1
2743,-1
2745,-1
2746,-1
2756,-1
2759,-1
2760,-1
2766,-1
2784,1
2785,-1
2787,-1
2795,-1
2798,1
2801,1
2810,1
2813,-1
2817,-1
2825,-1
2830,1
2836,-1
2847,-1
2849,1
2865,-1
2868,1
2873,-1
2877,-1
2887,1
2891,1
2898,-1
2899,-1
2904,-1
2906,1
2910,-1
2918,-1
2925,-1
2926,1
2932,-1
2940,-1
2941,1
2947,-1
2955,-1
2957,1
2958,1
2963,-1
2965,-1
2968,1
2972,-1
2979,1
2982,-1
