Filename,Predictions,Truth,Accuracy
1,1,1,68.89375684556407
9,1,1,
12,1,1,
28,2,3,
38,3,-1,
41,4,3,
43,4,4,
44,1,1,
49,4,4,
50,4,4,
52,4,4,
53,5,0,
60,3,-1,
65,2,-1,
76,5,5,
85,5,5,
87,1,3,
95,5,5,
108,5,5,
109,2,2,
112,5,5,
114,1,1,
119,-1,-1,
127,2,2,
141,5,5,
144,3,3,
149,4,4,
150,4,4,
153,4,4,
158,4,4,
160,4,4,
165,5,5,
166,1,1,
171,4,-1,
177,1,1,
180,5,5,
181,4,4,
190,4,-1,
194,5,5,
197,4,4,
204,3,4,
209,4,-1,
210,4,4,
215,2,2,
228,1,1,
233,3,4,
234,1,1,
242,2,1,
245,1,4,
264,1,1,
267,4,-1,
269,3,1,
273,2,1,
280,5,0,
286,5,5,
287,4,4,
296,-1,1,
303,2,2,
307,-1,4,
309,1,1,
313,-1,5,
315,2,2,
319,4,-1,
327,2,2,
334,5,5,
335,5,5,
336,-1,3,
342,4,-1,
343,3,3,
350,4,4,
360,4,4,
361,3,3,
363,4,3,
365,1,1,
367,4,4,
380,3,3,
392,1,4,
401,1,1,
403,1,1,
405,2,3,
413,3,3,
414,2,2,
425,5,4,
429,1,1,
457,3,3,
460,4,4,
461,3,3,
477,1,1,
481,2,3,
484,3,-1,
486,3,4,
489,5,5,
492,5,5,
495,1,3,
509,1,1,
516,3,3,
520,5,5,
522,1,1,
527,4,4,
531,2,3,
532,1,1,
538,3,3,
544,4,4,
546,3,3,
569,-1,3,
570,1,1,
577,-1,-1,
580,4,-1,
588,2,3,
604,1,1,
606,2,2,
607,5,5,
626,2,3,
641,4,-1,
643,4,4,
644,4,4,
645,4,4,
646,1,1,
664,4,4,
678,5,5,
682,5,5,
688,5,5,
705,1,-1,
720,1,1,
726,2,3,
740,2,2,
744,2,3,
749,5,1,
768,1,1,
772,3,3,
793,4,4,
794,1,1,
795,4,3,
798,2,3,
808,-1,0,
810,1,1,
815,4,4,
816,4,4,
817,1,-1,
823,1,1,
828,1,1,
840,2,2,
842,3,-1,
845,2,2,
846,4,4,
853,5,5,
854,3,3,
856,3,4,
861,1,1,
872,1,1,
882,1,3,
890,2,2,
891,1,1,
892,3,3,
894,1,1,
901,4,4,
910,2,2,
920,1,1,
924,4,4,
935,5,0,
940,5,5,
948,4,-1,
949,5,5,
957,2,2,
958,2,3,
962,3,3,
969,2,2,
981,2,2,
992,1,-1,
995,4,4,
997,3,3,
998,1,1,
1003,3,3,
1005,1,1,
1008,4,-1,
1014,4,4,
1021,1,0,
1028,2,2,
1032,3,3,
1047,2,2,
1048,4,3,
1052,-1,-1,
1054,5,1,
1056,-1,-1,
1062,2,3,
1068,4,4,
1072,1,1,
1073,1,1,
1078,-1,-1,
1099,4,4,
1103,5,-1,
1108,2,2,
1111,4,4,
1119,4,4,
1150,3,3,
1151,1,1,
1152,1,1,
1155,1,1,
1157,1,-1,
1165,1,1,
1168,2,2,
1172,2,2,
1175,3,-1,
1178,1,1,
1185,4,-1,
1190,5,5,
1194,4,4,
1212,1,1,
1217,5,1,
1226,4,3,
1240,1,0,
1250,3,3,
1253,1,1,
1258,4,-1,
1259,1,-1,
1262,1,3,
1266,4,-1,
1272,4,4,
1283,2,2,
1286,-1,4,
1292,2,2,
1294,1,1,
1299,1,1,
1301,1,3,
1306,3,3,
1307,5,5,
1310,4,5,
1321,1,1,
1325,-1,-1,
1341,1,1,
1352,2,2,
